city,lat,long,make,mileage,model,price,province,sepc,year
Granby,45.3990409,-72.721834,MINI,48027,MINI 3,12690,Québec,MINI 3 Door Cooper ,2016
Saint-Basile-Le-Grand,45.526246,-73.2876515,MINI,70775,MINI Cooper,12989,Québec,MINI Cooper 5 PORTES ,2016
Markham,43.854336,-79.326782,MINI,29790,MINI Cooper,15980,Ontario,MINI Cooper 3 Door,2016
Brossard,45.4554829,-73.4678904,MINI,5748,MINI Cooper,23795,Québec,MINI Cooper Convertible CONVERTIBLE,2016
Brantford,43.1554354,-80.2665916,MINI,88509,MINI Cooper,13500,Ontario,MINI Cooper 3DR HB,2016
Montréal,45.4972159,-73.6103642,MINI,15365,MINI Cooper,19787,Québec,MINI Cooper Hardtop 3 DOOR ,2016
Toronto,43.653963,-79.387207,MINI,45601,MINI Cooper,19900,Ontario,MINI Cooper Hardtop ,2016
Toronto,43.653963,-79.387207,MINI,84900,MINI Convertible,19900,Ontario,MINI Convertible Cooper,2016
Toronto,43.653963,-79.387207,MINI,81125,MINI Clubman,19910,Ontario,MINI Clubman Cooper S,2016
Toronto,43.653963,-79.387207,MINI,79635,MINI 3,19910,Ontario,MINI 3 Door Cooper S,2016
Brossard,45.4554829,-73.4678904,MINI,5748,MINI Cooper,23795,Québec,MINI Cooper Convertible CONVERTIBLE,2016
Sherbrooke,45.403271,-71.889038,MINI,63156,MINI Countryman,19986,Québec,MINI Countryman Cooper S ALL4 AWD - Toit Panoramique - Cuir - Sièg,2016
Montréal,45.4972159,-73.6103642,MINI,24000,MINI Cooper,19987,Québec,MINI Cooper Clubman TOIT PANORAMIQUE ,2016
Markham,43.854336,-79.326782,MINI,78115,MINI Cooper,19988,Ontario,MINI Cooper S Countryman ALL4 LOADED,2016
Calgary,51.02532675,-114.049868485806,MINI,34000,MINI Cooper,19995,Alberta,MINI Cooper Hardtop S NAVI,2016
Brossard,45.4554829,-73.4678904,MINI,75406,MINI Cooper,19998,Québec,MINI Cooper Convertible Freins neufs ,2016
Montréal,45.4972159,-73.6103642,MINI,35635,MINI Cooper,20287,Québec,MINI Cooper Clubman BAS KM ,2016
Laval,45.60558895,-73.7344173056906,MINI,30358,MINI Cooper,20350,Québec,MINI Cooper Hardtop S GROUPE ESSENTIEL,2016
Saint-Constant,45.3724897,-73.5704589,MINI,61636,MINI Cooper,18999,Québec,MINI Cooper CLUBMAN CUIR TOIT PANO,2016
Montréal,45.4972159,-73.6103642,MINI,31317,MINI Cooper,18997,Québec,MINI Cooper Hardtop OBTENEZ UNE 2017 POUR LE PRIX DUNE 2016!!!,2016
Montréal,45.4972159,-73.6103642,MINI,50159,MINI Cooper,18997,Québec,MINI Cooper Clubman CAMERA ,2016
Toronto,43.653963,-79.387207,MINI,94890,MINI Clubman,17995,Ontario,MINI Clubman Cooper S ,2016
Brossard,45.4554829,-73.4678904,MINI,67268,MINI Cooper,17995,Québec,MINI Cooper Hatchback,2016
Laval,45.60558895,-73.7344173056906,MINI,17022,MINI Cooper,17999,Québec,MINI Cooper CUIR TOIT PANO MAGS BLUETOOTH,2016
Toronto,43.653963,-79.387207,MINI,48402,MINI 3,18000,Ontario,MINI 3 Door Cooper,2016
Laval,45.60558895,-73.7344173056906,MINI,60000,MINI Cooper,18250,Québec,MINI Cooper Clubman MINI Cooper Clubman TOIT PANORAMIQUE,2016
Toronto,43.653963,-79.387207,MINI,23652,MINI 3,18260,Ontario,MINI 3 Door Cooper,2016
Montréal,45.4972159,-73.6103642,MINI,24098,MINI Cooper,18487,Québec,MINI Cooper Hardtop S ,2016
Mississauga,43.590338,-79.645729,MINI,78033,MINI Countryman,20444,Ontario,MINI Countryman Cooper S PANOROOF,2016
Toronto,43.653963,-79.387207,MINI,38161,MINI 3,18560,Ontario,MINI 3 Door Cooper,2016
Toronto,43.653963,-79.387207,MINI,28266,MINI 3,18760,Ontario,MINI 3 Door Cooper,2016
Mississauga,43.590338,-79.645729,MINI,86563,MINI Clubman,18888,Ontario,MINI Clubman Cooper S 'S',2016
Dieppe,46.0945258,-64.7354772,MINI,11745,MINI Cooper,18900,New Brunswick,MINI Cooper 3 Door,2016
Windsor,42.30423,-83.029861,MINI,75739,MINI Cooper,18900,Ontario,MINI Cooper Clubman,2016
Toronto,43.653963,-79.387207,MINI,61991,MINI Clubman,18910,Ontario,MINI Clubman Cooper,2016
St-Jérôme,45.775426,-74.013176,MINI,88254,MINI Clubman,18995,Québec,MINI Clubman CUIR MAGS NOIR SIÈGES CHAUFFANTS ,2016
St-Jérôme,45.775426,-74.013176,MINI,39078,MINI 5,18995,Québec,MINI 5 Door S TOIT OUVRANT SIÈGES CHAUFFANTS CUIR ,2016
Cayuga,42.952055,-79.858002,MINI,64324,MINI CLUBMAN,18595,Ontario,MINI CLUBMAN  FWD,2016
Laval,45.60558895,-73.7344173056906,MINI,96100,MINI Countryman,17990,Québec,MINI Countryman Cooper S  AWD ,2016
Laval,45.60558895,-73.7344173056906,MINI,24500,MINI Cooper,23450,Québec,MINI Cooper Convertible,2016
Brossard,45.4554829,-73.4678904,MINI,5748,MINI Cooper,23795,Québec,MINI Cooper Convertible CONVERTIBLE,2016
Ottawa,45.421106,-75.690308,MINI,13300,MINI Cooper,23900,Ontario,MINI Cooper Hardtop S-AUTO-NAV-PANO-ONLY 13 K,2016
Mississauga,43.590338,-79.645729,MINI,76212,MINI 3,13495,Ontario,MINI 3 Door Cooper,2016
Toronto,43.653963,-79.387207,MINI,32783,MINI Cooper,23995,Ontario,MINI Cooper Paceman Cooper S AWD ,2016
Langley,49.10647185,-122.550131156815,MINI,17637,MINI Cooper,24900,British Columbia,MINI Cooper Convertible,2016
Laval,45.60558895,-73.7344173056906,MINI,25495,MINI Cooper,26450,Québec,MINI Cooper Hardtop John Cooper Works NAVIGATION,2016
Regina,50.44876,-104.61731,MINI,27911,MINI Cooper,26990,Saskatchewan,MINI Cooper S Countryman ALL4,2016
Regina,50.44876,-104.61731,MINI,22553,MINI Cooper,20799,Saskatchewan,MINI Cooper 3 Door,2016
Laval,45.60558895,-73.7344173056906,MINI,50535,MINI Cooper,20850,Québec,MINI Cooper Clubman Cooper S GROUPE ESSENTIEL,2016
Toronto,43.653963,-79.387207,MINI,19682,MINI 3,20910,Ontario,MINI 3 Door Cooper S,2016
Kingston,44.3054151,-76.4283781,MINI,33993,MINI Cooper,20999,Ontario,MINI Cooper Clubman,2016
Waterloo,43.466874,-80.524635,MINI,48566,MINI Cooper,21400,Ontario,MINI Cooper Countryman AWD 4DR S,2016
Montréal,45.4972159,-73.6103642,MINI,15979,MINI Cooper,21487,Québec,MINI Cooper Hardtop S ,2016
Dieppe,46.0945258,-64.7354772,MINI,36781,MINI Cooper,21723,New Brunswick,MINI Cooper,2016
Montréal,45.4972159,-73.6103642,MINI,19150,MINI Cooper,22197,Québec,MINI Cooper Hardtop 3 DOOR S ,2016
Montréal,45.4972159,-73.6103642,MINI,27658,MINI Cooper,21987,Québec,MINI Cooper Countryman S ,2016
Montréal,45.4972159,-73.6103642,MINI,58706,MINI Cooper,17947,Québec,MINI Cooper Hardtop TOIT PANORAMIQUE ,2016
St Albert,53.633239,-113.628845,MINI,114234,MINI Cooper,15900,Alberta,MINI Cooper Hardtop S,2016
Thornhill,43.8161477,-79.4245925,MINI,50950,MINI Cooper,15909,Ontario,MINI Cooper Hardtop ,2016
Toronto,43.653963,-79.387207,MINI,60533,MINI 3,15910,Ontario,MINI 3 Door Cooper,2016
Toronto,43.653963,-79.387207,MINI,47823,MINI 3,15910,Ontario,MINI 3 Door Brand New Front & Rear Brakes!,2016
Markham,43.854336,-79.326782,MINI,29790,MINI Cooper,15980,Ontario,MINI Cooper 3 Door,2016
Winnipeg,49.884017,-97.168579,MINI,76000,MINI Cooper,15980,Manitoba,MINI Cooper Hardtop ,2016
