city,lat,long,make,mileage,model,price,province,sepc,year
St-Raymond,46.889058,-71.835136,Dodge,210457,Dodge Ram,20950.0,Québec,Dodge Ram 2500 V8 -MOTEUR CUMMINS -LARAMIE,2006
Red Deer County,52.1040224,-113.7674734,Dodge,108520,Dodge Charger,9967.0,Alberta,Dodge Charger R,2006
Charlesbourg,46.8958611,-71.2910300583245,Dodge,154113,Dodge Charger,4450.0,Québec,Dodge Charger SXT,2006
Campbell River,50.023071,-125.2441538,Dodge,199492,Dodge Caravan,5995.0,British Columbia,Dodge Caravan Base,2006
Fort Macleod,49.7257568,-113.4053475,Dodge,178225,Dodge Ram,21889.0,Alberta,"Dodge Ram 3500 SLT Crew LWB 5.9L Cummins Diesel 4x4""",2006
Medicine Hat,50.04303,-110.679016,Dodge,136660,Dodge Magnum,6888.0,Alberta,Dodge Magnum Base,2006
Edmonton,53.535411,-113.507996,Dodge,155700,Dodge Ram,26999.0,Alberta,Dodge Ram 2500 4WD MEGACAB SLT Diesel,2006
Ottawa,45.421106,-75.690308,Dodge,261900,Dodge Dakota,2463.0,Ontario,Dodge Dakota SLT V6 4X4 A,2006
Toronto,43.653963,-79.387207,Dodge,9236,Dodge Viper,65994.0,Ontario,Dodge Viper IN STOCK ,2006
Richmond Hill,43.880078,-79.439392,Dodge,149307,Dodge Charger,14950.0,Ontario,Dodge Charger RT Daytona #88 Of 250,2006
High River,50.5797079,-113.8569213,Dodge,5606,Dodge Viper,70000.0,Alberta,Dodge Viper SRT10--ONLY 5606 MILES,2006
Regina,50.44876,-104.61731,Dodge,99005,Dodge Ram,12999.0,Saskatchewan,Dodge Ram 1500 Low Kms,2006
St-Esprit,45.898371,-73.666077,Dodge,225040,Dodge Ram,6999.0,Québec,Dodge Ram 1500 SLT quad 4x4 8 pieds boite,2006
North York,43.7708175,-79.4132998,Dodge,71268,Dodge Viper,59799.0,Ontario,Dodge Viper V10,2006
Windsor,42.30423,-83.029861,Dodge,274501,Dodge Dakota,6999.0,Ontario,Dodge Dakota ST Annual Clearance Sale!,2007
Campbell River,50.023071,-125.2441538,Dodge,324304,Dodge Ram,24777.0,British Columbia,Dodge Ram 3500 Laramie,2007
Calgary,51.02532675,-114.049868485806,Dodge,150003,Dodge Caliber,5888.0,Alberta,Dodge Caliber SXT,2007
Edmonton,53.535411,-113.507996,Dodge,243120,Dodge Ram,7500.0,Alberta,Dodge Ram 1500 ST Quad Cab 4WD,2007
Ingersoll,43.037725,-80.88211,Dodge,226473,Dodge Nitro,949.0,Ontario,Dodge Nitro SE,2007
Surrey,49.1913033,-122.8491439,Dodge,112500,Dodge Ram,19995.0,British Columbia,Dodge Ram 1500 SLT,2007
Mirabel,45.623402,-74.012489,Dodge,112076,Dodge Dakota,7477.0,Québec,Dodge Dakota ST 4X4 ,2007
London,42.9537654,-81.2291529,Dodge,199000,Dodge Caliber,3982.0,Ontario,Dodge Caliber AUX-PowerWindows-PowerLocks,2007
Winnipeg,49.884017,-97.168579,Dodge,210000,Dodge Ram,28600.0,Manitoba,Dodge Ram 2500 5.9L Diesel - LIFTED ,2007
London,42.9537654,-81.2291529,Dodge,189127,Dodge Caliber,1282.0,Ontario,Dodge Caliber 4Dr Hatchback,2007
St-Esprit,45.898371,-73.666077,Dodge,228200,Dodge Ram,18999.0,Québec,Dodge Ram 2500 SLT diesel,2007
Calgary,51.02532675,-114.049868485806,Dodge,198746,Dodge Caravan,3888.0,Alberta,Dodge Caravan Base,2007
Duncan,48.7786872,-123.7080446,Dodge,172575,Dodge Ram,12888.0,British Columbia,Dodge Ram 1500 LARAMIE- QUAD Cab 5.7L V8 HEMI REG BOX -4WD,2007
Calgary,51.02532675,-114.049868485806,Dodge,113298,Dodge Charger,16888.0,Alberta,Dodge Charger R,2007
Stratford,46.2189935,-63.0876534061131,Dodge,243199,Dodge Dakota,2500.0,Prince Edward Island,Dodge Dakota SLT QUAD CAB,2007
Drummondville,45.8864303,-72.5018764,Dodge,134549,Dodge Dakota,8985.0,Québec,Dodge Dakota 4X4,2007
Notre-Dame-Des-Pins,46.183158,-70.713844,Dodge,121671,Dodge Dakota,8995.0,Québec,Dodge Dakota CREWQUAD ST,2007
Charlesbourg,46.8958611,-71.2910300583245,Dodge,171507,Dodge Ram,6850.0,Québec,Dodge Ram 1500,2007
Duncan,48.7786872,-123.7080446,Dodge,155854,Dodge Nitro,7995.0,British Columbia,Dodge Nitro SXT - Aux Input Cruise Control AC,2007
Taber,49.8895343,-112.0488074,Dodge,79752,Dodge Ram,17569.0,Alberta,Dodge Ram 2500 SLT 5.7L 4x4,2007
Windsor,42.30423,-83.029861,Dodge,243199,Dodge Dakota,2500.0,Ontario,Dodge Dakota SLT QUAD CAB,2007
Aylmer,42.773227,-80.983658,Dodge,158000,Dodge Dakota,10995.0,Ontario,Dodge Dakota SLT! CREW CAB!,2007
Calgary,51.02532675,-114.049868485806,Dodge,193465,Dodge Dakota,6888.0,Alberta,Dodge Dakota SLT,2007
Salmon Arm,50.7005059,-119.2790529,Dodge,50867,Dodge Caliber,7995.0,British Columbia,Dodge Caliber SXT Automatic,2007
Brantford,43.1554354,-80.2665916,Dodge,243199,Dodge Dakota,2500.0,Ontario,Dodge Dakota SLT QUAD CAB,2007
Chatham,42.405207,-82.191467,Dodge,65846,Dodge Dakota,10999.0,Ontario,Dodge Dakota SLT,2007
Calgary,51.02532675,-114.049868485806,Dodge,167525,Dodge Grand,4888.0,Alberta,Dodge Grand Caravan C,2007
St-Léonard,45.58671,-73.5969488,Dodge,129084,Dodge Caravan,2488.0,Québec,Dodge Caravan 7 PASS - BAS KM - TOUT ÉQUIPÉ,2007
Wetaskiwin,52.968492,-113.36792,Dodge,173044,Dodge Ram,22995.0,Alberta,Dodge Ram 2500,2007
Aylmer,42.773227,-80.983658,Dodge,385000,Dodge Ram,11995.0,Ontario,Dodge Ram 2500 AS IS! DIESEL! WELL OILED!,2007
Belleville,44.2436328,-77.3607597,Dodge,184235,Dodge Ram,36900.0,Ontario,Dodge Ram 2500 SLT,2007
Toronto,43.653963,-79.387207,Dodge,145500,Dodge Caravan,4950.0,Ontario,Dodge Caravan 2007 Dodge Caravan - 4dr Wgn SE -Ltd Avail-,2007
Brampton,43.6858146,-79.7599337,Dodge,163200,Dodge Caliber,2800.0,Ontario,Dodge Caliber SXT ,2007
Campbell River,50.023071,-125.2441538,Dodge,140495,Dodge Dakota,6983.0,British Columbia,Dodge Dakota SLT,2007
Calgary,51.02532675,-114.049868485806,Dodge,225821,Dodge Grand,4995.0,Alberta,Dodge Grand Caravan,2007
Milton,43.513671,-79.882817,Dodge,212834,Dodge Dakota,7895.0,Ontario,Dodge Dakota ST Quad Cab 4WD AUTOMATIC ALLOYS,2007
Mississauga,43.590338,-79.645729,Dodge,248000,Dodge Durango,2300.0,Ontario,Dodge Durango SLT,2007
Niagara Falls,43.100983,-79.115295,Dodge,136965,Dodge Caliber,4995.0,Ontario,Dodge Caliber R,2007
Mission,49.1589351,-122.2835833,Dodge,357500,Dodge Ram,15888.0,British Columbia,Dodge Ram 2500 BASE,2007
Toronto,43.653963,-79.387207,Dodge,296000,Dodge Ram,2999.0,Ontario,Dodge Ram 1500 4WD Quad Cab,2007
Brossard,45.4554829,-73.4678904,Dodge,161035,Dodge Caliber,4999.0,Québec,Dodge Caliber SXT,2008
Toronto,43.653963,-79.387207,Dodge,162594,Dodge Nitro,4995.0,Ontario,Dodge Nitro AUTO,2008
Toronto,43.653963,-79.387207,Dodge,138529,Dodge Avenger,4995.0,Ontario,Dodge Avenger R,2008
Scarborough,43.773077,-79.257774,Dodge,200712,Dodge Nitro,4995.0,Ontario,Dodge Nitro SLT,2008
Edmonton,53.535411,-113.507996,Dodge,284451,Dodge Ram,20988.0,Alberta,Dodge Ram 3500 4WD QUADCAB LARAMIE Diesel,2008
Windsor,42.30423,-83.029861,Dodge,226279,Dodge Ram,8999.0,Ontario,Dodge Ram 1500 SLT,2008
Campbell River,50.023071,-125.2441538,Dodge,142917,Dodge Nitro,12995.0,British Columbia,Dodge Nitro SXT,2008
Windsor,42.30423,-83.029861,Dodge,191161,Dodge Ram,8999.0,Ontario,Dodge Ram 1500 SLT Annual Clearance Sale!,2008
Port Coquitlam,49.2621643,-122.7805425,Dodge,40200,Dodge Viper,67888.0,British Columbia,Dodge Viper SRT10 Convertible - 600 HP - LOW KMS,2008
Norwood,44.06098575,-66.0306609614125,Dodge,181526,Dodge Avenger,6995.0,Nova Scotia,Dodge Avenger SXT - Heated Seats - Sunroof - Remote Start,2008
Varennes,45.6834691,-73.4362737,Dodge,127421,Dodge Ram,11999.0,Québec,Dodge Ram 1500 SPORT ,2008
St-Léonard,45.58671,-73.5969488,Dodge,163712,Dodge Ram,9890.0,Québec,Dodge Ram 1500 LARAMIE ,2008
Norwood,44.06098575,-66.0306609614125,Dodge,301620,Dodge Ram,9495.0,Nova Scotia,Dodge Ram 1500 SXT - Power Driver Seat - Hemi,2008
North York,43.7708175,-79.4132998,Dodge,41762,Dodge Viper,89800.0,Ontario,Dodge Viper SRT-10 ACR EDITION,2008
Winnipeg,49.884017,-97.168579,Dodge,414428,Dodge Ram,9800.0,Manitoba,Dodge Ram 2500 ,2008
Charlesbourg,46.8958611,-71.2910300583245,Dodge,188760,Dodge Ram,8950.0,Québec,Dodge Ram 1500 SLT,2008
Truro,45.366668,-63.300006,Dodge,110000,Dodge Magnum,8900.0,Nova Scotia,Dodge Magnum SXT AWD,2008
North York,43.7708175,-79.4132998,Dodge,200733,Dodge Grand,4980.0,Ontario,Dodge Grand Caravan 4dr Wgn SE NORTH - YORK,2008
Thornhill,43.8161477,-79.4245925,Dodge,21837,Dodge Challenger,29994.0,Ontario,Dodge Challenger SRT8,2008
Lévis,46.7910096,-71.1753274,Dodge,133000,Dodge Ram,10995.0,Québec,Dodge Ram 1500 Big Horn 4x4,2008
Laurier-Station,46.540207,-71.632919,Dodge,219523,Dodge Ram,10948.0,Québec,Dodge Ram 2500 MÉGA CAB,2008
Windsor,42.30423,-83.029861,Dodge,308706,Dodge Ram,14999.0,Ontario,Dodge Ram 2500 SLT Annual Clearance Sale!,2008
Windsor,42.30423,-83.029861,Dodge,190509,Dodge Ram,9999.0,Ontario,Dodge Ram 1500 SLT,2008
Cranbrook,49.5107477,-115.7672772,Dodge,181451,Dodge Ram,32888.0,British Columbia,Dodge Ram 3500 Laramie,2008
Brantford,43.1554354,-80.2665916,Dodge,169691,Dodge Grand,1995.0,Ontario,Dodge Grand Caravan SXT,2008
London,42.9537654,-81.2291529,Dodge,293419,Dodge Ram,3500.0,Ontario,Dodge Ram 1500 SXT Quad Cab 4WD,2008
Charlottetown,46.234953,-63.132935,Dodge,164410,Dodge Grand,3390.0,Prince Edward Island,Dodge Grand Caravan SE THIS WHOLESALE VAN WILL BE SOLD AS-TRADED! INQU,2008
London,42.9537654,-81.2291529,Dodge,251480,Dodge Grand,3295.0,Ontario,Dodge Grand Caravan SE ,2008
Coquitlam,49.2842958,-122.793281,Dodge,74699,Dodge Ram,17887.0,British Columbia,Dodge Ram 1500,2008
New Westminster,49.205728,-122.9108651,Dodge,130323,Dodge Grand,7995.0,British Columbia,Dodge Grand Caravan 4dr Wgn SE,2008
Milton,43.513671,-79.882817,Dodge,156000,Dodge Dakota,3500.0,Ontario,Dodge Dakota SXT ,2008
Victoriaville,46.0573705,-71.9536674,Dodge,167052,Dodge Ram,10995.0,Québec,Dodge Ram 1500 Laramie,2008
Stratford,46.2189935,-63.0876534061131,Dodge,169691,Dodge Grand,1995.0,Prince Edward Island,Dodge Grand Caravan SXT,2008
Windsor,42.30423,-83.029861,Dodge,169691,Dodge Grand,1995.0,Ontario,Dodge Grand Caravan SXT,2008
Châteauguay,45.3619066,-73.7524319,Dodge,186377,Dodge Caliber,2794.0,Québec,Dodge Caliber R,2008
North York,43.7708175,-79.4132998,Dodge,41762,Dodge Viper,89800.0,Ontario,Dodge Viper SRT-10 ACR EDITION,2008
St-Jérôme,45.775426,-74.013176,Dodge,184985,Dodge Caliber,3995.0,Québec,Dodge Caliber SRT4 TURBO CUIR TOIT MAG A,2008
Brantford,43.1554354,-80.2665916,Dodge,197000,Dodge Charger,1000.0,Ontario,Dodge Charger SE,2008
Stratford,46.2189935,-63.0876534061131,Dodge,197000,Dodge Charger,1000.0,Prince Edward Island,Dodge Charger SE,2008
Mississauga,43.590338,-79.645729,Dodge,238000,Dodge Avenger,800.0,Ontario,Dodge Avenger SXT,2008
Cranbrook,49.5107477,-115.7672772,Dodge,145069,Dodge Ram,15999.0,British Columbia,Dodge Ram 1500 Laramie,2008
New Westminster,49.205728,-122.9108651,Dodge,173307,Dodge Grand,5998.0,British Columbia,Dodge Grand Caravan SE,2008
Windsor,42.30423,-83.029861,Dodge,197000,Dodge Charger,1000.0,Ontario,Dodge Charger SE,2008
Norwood,44.06098575,-66.0306609614125,Dodge,239279,Dodge Grand,8495.0,Nova Scotia,Dodge Grand Caravan SE - DVD - Sto 'N' Go - Remote Start - Bkup Cam,2008
Sherwood Park,53.5256963,-113.2966313,Dodge,156681,Dodge Ram,26999.0,Alberta,Dodge Ram 3500 Laramie,2008
Norwood,44.06098575,-66.0306609614125,Dodge,261858,Dodge Ram,10495.0,Nova Scotia,Dodge Ram 1500 SLT - Hemi - 4x4,2008
Mississauga,43.590338,-79.645729,Dodge,162150,Dodge Caliber,3988.0,Ontario,Dodge Caliber SXT,2008
St-Hubert,46.501891,-64.025032,Dodge,161661,Dodge Journey,5984.0,Prince Edward Island,Dodge Journey SXT-AWD-V6-7 PASSAGERS-,2009
St-Esprit,45.898371,-73.666077,Dodge,202800,Dodge Grand,4999.0,Québec,Dodge Grand Caravan SE,2009
Coquitlam,49.2842958,-122.793281,Dodge,119843,Dodge Avenger,7787.0,British Columbia,Dodge Avenger SE,2009
Laurier-Station,46.540207,-71.632919,Dodge,93025,Dodge Journey,6948.0,Québec,Dodge Journey SE A,2009
Scarborough,43.773077,-79.257774,Dodge,144410,Dodge Journey,5995.0,Ontario,Dodge Journey SE,2009
Westlock,54.2700377,-113.8513211,Dodge,164321,Dodge Journey,5995.0,Alberta,Dodge Journey SE,2009
Mississauga,43.590338,-79.645729,Dodge,259536,Dodge Durango,8988.0,Ontario,Dodge Durango LIMITED,2009
Essex,42.2354142,-82.7120106,Dodge,83595,Dodge Journey,6500.0,Ontario,Dodge Journey SXT- SOLD AS IS,2009
North York,43.7708175,-79.4132998,Dodge,109097,Dodge Caliber,5980.0,Ontario,Dodge Caliber 4dr HB SXTLOW KM NORTH YORK,2009
Toronto,43.653963,-79.387207,Dodge,182724,Dodge Journey,5488.0,Ontario,Dodge Journey,2009
London,42.9537654,-81.2291529,Dodge,124049,Dodge Journey,6488.0,Ontario,Dodge Journey SXT V6 - Warranty Bpnus,2009
Milton,43.513671,-79.882817,Dodge,103882,Dodge Caliber,6488.0,Ontario,Dodge Caliber SXT ,2009
North York,43.7708175,-79.4132998,Dodge,178479,Dodge Grand,6480.0,Ontario,Dodge Grand Caravan SE  Stow N Go  DVDR-CAMSAFETY INCL,2009
North York,43.7708175,-79.4132998,Dodge,227167,Dodge Grand,7480.0,Ontario,Dodge Grand Caravan 4dr Wgn SE STOW & GO NORTH - YORK,2009
North York,43.7708175,-79.4132998,Dodge,162423,Dodge Caliber,5580.0,Ontario,Dodge Caliber SXT Sunroof  Bluetooth  Heated Seat,2009
Charlesbourg,46.8958611,-71.2910300583245,Dodge,161316,Dodge Journey,5450.0,Québec,Dodge Journey SE,2009
Pointe - Aux - Trembles,45.6904144,-73.4906885,Dodge,153000,Dodge Nitro,6999.0,Québec,Dodge Nitro SE,2009
Ottawa,45.421106,-75.690308,Dodge,281568,Dodge Grand,6999.0,Ontario,Dodge Grand Caravan SE,2009
Laval,45.60558895,-73.7344173056906,Dodge,154280,Dodge Grand,6495.0,Québec,Dodge Grand Caravan SE ,2009
London,42.9537654,-81.2291529,Dodge,82077,Dodge Journey,6995.0,Ontario,Dodge Journey SXT,2009
London,42.9537654,-81.2291529,Dodge,313589,Dodge Ram,6995.0,Ontario,Dodge Ram 1500 Sport Crew Cab 4WD,2009
Edmonton,53.535411,-113.507996,Dodge,148469,Dodge Nitro,8950.0,Alberta,Dodge Nitro R,2009
Winnipeg,49.884017,-97.168579,Dodge,58000,Dodge Challenger,26800.0,Manitoba,Dodge Challenger R,2009
Niagara Falls,43.100983,-79.115295,Dodge,223344,Dodge Grand,6800.0,Ontario,Dodge Grand Caravan CARGO,2009
London,42.9537654,-81.2291529,Dodge,134299,Dodge Journey,6995.0,Ontario,Dodge Journey SXT,2009
Edmonton,53.535411,-113.507996,Dodge,184942,Dodge Dakota,8950.0,Alberta,Dodge Dakota 2009 Dodge Dakota - 4WD Crew Cab Bighorn-Lonestar,2009
Hamilton,43.2425289,-79.9470423,Dodge,148883,Dodge Grand,6999.0,Ontario,Dodge Grand Caravan SE,2009
Toronto,43.653963,-79.387207,Dodge,130642,Dodge Journey,6995.0,Ontario,Dodge Journey AWD 4dr R,2009
New Westminster,49.205728,-122.9108651,Dodge,72044,Dodge Journey,8995.0,British Columbia,Dodge Journey SE,2009
Mississauga,43.590338,-79.645729,Dodge,150710,Dodge Caliber,3742.0,Ontario,Dodge Caliber SXT-PREMIER PRE-OWNED SALE: OCTOBER 21-26 ONLY!,2009
Whitby,43.899871,-78.940201,Dodge,145041,Dodge Grand,3800.0,Ontario,Dodge Grand Caravan SE,2009
Lethbridge,49.694285,-112.851562,Dodge,92433,Dodge Ram,17996.0,Alberta,Dodge Ram 1500,2009
North York,43.7708175,-79.4132998,Dodge,116674,Dodge Challenger,14800.0,Ontario,Dodge Challenger SE,2009
North Vancouver,49.3207133,-123.0737831,Dodge,116740,Dodge Challenger,18900.0,British Columbia,Dodge Challenger R,2009
Gatineau,45.457241,-75.723267,Dodge,113694,Dodge Caliber,3988.0,Québec,Dodge Caliber SXT AS-IS - POWER GROUP A,2009
Ridgetown,42.4392133,-81.8870707,Dodge,299660,Dodge Ram,12900.0,Ontario,Dodge Ram 1500,2009
Campbell River,50.023071,-125.2441538,Dodge,243775,Dodge Ram,12851.0,British Columbia,Dodge Ram 1500 SLT,2009
Campbellford,44.3085912,-77.798084,Dodge,249679,Ram 1500,12995.0,Ontario,Ram 1500 Air Conditioning 4X4,2009
Red Deer County,52.1040224,-113.7674734,Dodge,119243,Dodge Journey,10467.0,Alberta,Dodge Journey R,2009
Norwood,44.06098575,-66.0306609614125,Dodge,148056,Dodge Ram,10995.0,Nova Scotia,Dodge Ram 1500 ST - Auto - A,2009
Windsor,42.30423,-83.029861,Dodge,245330,Dodge Grand,1995.0,Ontario,Dodge Grand Caravan Base,2009
Windsor,42.30423,-83.029861,Dodge,165158,Dodge Caliber,1995.0,Ontario,Dodge Caliber SE HATCHBACK,2009
Windsor,42.30423,-83.029861,Dodge,400978,Dodge Durango,1995.0,Ontario,Dodge Durango 5.7 HEMI HYBRID,2009
Aylmer,42.773227,-80.983658,Dodge,68000,Dodge Challenger,16995.0,Ontario,Dodge Challenger POWER SEATS! POWER WINDOWS!,2009
Stratford,46.2189935,-63.0876534061131,Dodge,245330,Dodge Grand,1995.0,Prince Edward Island,Dodge Grand Caravan Base,2009
Stratford,46.2189935,-63.0876534061131,Dodge,165158,Dodge Caliber,1995.0,Prince Edward Island,Dodge Caliber SE HATCHBACK,2009
Stratford,46.2189935,-63.0876534061131,Dodge,400978,Dodge Durango,1995.0,Prince Edward Island,Dodge Durango 5.7 HEMI HYBRID,2009
